logged_at,reason,name,title,url,query
2026-04-23T03:39:13.371638Z,missing_url,(PDF) The worker cooperative movement in South Korea: from radical,(PDF) The worker cooperative movement in South Korea: from radical,,"""(PDF) The worker cooperative movement in South Korea: from radical "" ""South Korea"" organization"
2026-04-23T03:39:13.918736Z,missing_url,South Korea's Social Co-operatives - COGITO,South Korea's Social Co-operatives - COGITO,,"""South Korea's Social Co-operatives - COGITO"" ""South Korea"" organization"
2026-04-23T03:39:14.467686Z,non_org_title,"List of Ngos, Charities and non-profits in South Korea","List of Ngos, Charities and non-profits in South Korea",,"""List of Ngos, Charities and non-profits in South Korea"" ""South Korea"" organization"
2026-04-23T03:39:15.029060Z,missing_url,Ministry of health and welfare - 보건복지부,Ministry of health and welfare - 보건복지부,,"""Ministry of health and welfare - 보건복지부"" ""South Korea"" organization"
2026-04-23T03:39:15.567454Z,missing_url,The Ministry of Health and Welfare,The Ministry of Health and Welfare,,"""The Ministry of Health and Welfare"" ""South Korea"" organization"
2026-04-23T03:39:16.104927Z,non_org_title,List Of Charities In South Korea,List Of Charities In South Korea,,"""List Of Charities In South Korea"" ""South Korea"" organization"
2026-04-23T03:39:16.644228Z,missing_url,KOFIH-Korea Foundation for International Healthcare>Healthcare,KOFIH-Korea Foundation for International Healthcare>Healthcare,,"""KOFIH-Korea Foundation for International Healthcare>Healthcare "" ""South Korea"" organization"
2026-04-23T03:39:17.180643Z,missing_url,"Korea Population, Health and Welfare Association - IPPF East & South","Korea Population, Health and Welfare Association - IPPF East & South",,"""Korea Population, Health and Welfare Association - IPPF East & South "" ""South Korea"" organization"
2026-04-23T03:39:17.724260Z,missing_url,"The Korea Population, Health and Welfare Association","The Korea Population, Health and Welfare Association",,"""The Korea Population, Health and Welfare Association"" ""South Korea"" organization"
2026-04-23T03:39:18.265312Z,missing_url,South Korea | United Way Worldwide,South Korea | United Way Worldwide,,"""South Korea | United Way Worldwide"" ""South Korea"" organization"
2026-04-23T03:39:18.804276Z,missing_url,Community Chest of Korea,Community Chest of Korea,,"""Community Chest of Korea"" ""South Korea"" organization"
2026-04-23T03:39:19.340571Z,missing_url,KAHP Korea Association of Health Promotion,KAHP Korea Association of Health Promotion,,"""KAHP Korea Association of Health Promotion"" ""South Korea"" organization"
2026-04-23T03:39:19.895210Z,missing_url,Data resource profile: the Korean Community Health Status Indicators (K,Data resource profile: the Korean Community Health Status Indicators (K,,"""Data resource profile: the Korean Community Health Status Indicators (K "" ""South Korea"" organization"
2026-04-23T03:39:20.435614Z,missing_url,Abstract Korean Community Health Status Indicators,Abstract Korean Community Health Status Indicators,,"""Abstract Korean Community Health Status Indicators"" ""South Korea"" organization"
2026-04-23T03:39:20.971618Z,missing_url,Integrated Community Care in Ko,Integrated Community Care in Ko,,"""Integrated Community Care in Ko"" ""South Korea"" organization"
